Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Angle (deg)
0,-0.1190795898,5.193588257,8.238601685,9.739717483,32.2245011055846
0.003997803,-0.06401062012,5.193588257,8.288879395,9.78176763,32.0693797570379
0.008026123,-0.00895690918,5.198379517,8.343933105,9.830790888,31.9234315413507
0.012054443,0.02935791016,5.207962036,8.396606445,9.880623981,31.8089383072795
0.016082764,0.05809020996,5.210357666,8.432525635,9.912552147,31.7108196956644
0.020111084,0.06527709961,5.198379517,8.432525635,9.906306036,31.6517235333098
0.024139404,0.07244873047,5.205566406,8.406188965,9.887728927,31.7670768862998
0.028167724,0.07005310059,5.215133667,8.336761475,9.833825221,32.0274872266746
0.032165527,0.0532989502,5.207962036,8.221832275,9.732637634,32.3508860203131
0.036193848,0.05809020996,5.215133667,8.142822266,9.66987839,32.6371833531345
0.040222168,0.04850769043,5.210357666,8.123672485,9.651126082,32.6748194429168
0.044219971,0.04371643066,5.195983887,8.150009155,9.665547522,32.5189017327428
0.048248291,0.06048583984,5.200775146,8.207473755,9.716704488,32.3602326178768
0.052276611,0.06288146973,5.200775146,8.281692505,9.77949114,32.1274433267432
0.056274414,0.06527709961,5.191192627,8.334365845,9.819083258,31.9165839059567
0.060302734,0.0676574707,5.195983887,8.353515625,9.837888462,31.8812498909949
0.064300537,0.05569458008,5.193588257,8.351119995,9.834514022,31.8770415523657
0.068328857,0.04850769043,5.195983887,8.317596436,9.807293817,31.9924910991473
0.07232666,0.0532989502,5.200775146,8.276901245,9.775377083,32.1425870216224
0.07635498,0.04611206055,5.195983887,8.248168945,9.748469922,32.2087210179967
0.080383301,0.0532989502,5.203170776,8.231414795,9.738173157,32.296903028456
0.084381103,0.05090332031,5.210357666,8.226623535,9.737954248,32.3477567568591
0.088378906,0.06288146973,5.198379517,8.224227905,9.729595486,32.2954529235877
0.092407226,0.07244873047,5.207962036,8.219436646,9.730737699,32.357972370371
0.096405029,0.06527709961,5.203170776,8.209869385,9.720041283,32.3644870037753
0.100433349,0.06048583984,5.205566406,8.207473755,9.719269807,32.384091003092
0.104431152,0.07005310059,5.212738037,8.212265015,9.727221697,32.4044091785653
0.108459473,0.05809020996,5.205566406,8.214645386,9.725312072,32.3615168588639
0.112457275,0.06048583984,5.212738037,8.202682495,9.719068705,32.4349215246679
0.116485596,0.06048583984,5.205566406,8.190704346,9.705112973,32.4371137705828
0.120483398,0.05809020996,5.205566406,8.197891235,9.711164543,32.4144255929822
0.124481201,0.07005310059,5.207962036,8.195495605,9.710505869,32.4336394037388
0.128509521,0.07484436035,5.200775146,8.195495605,9.706689035,32.3977004801884
0.132507324,0.0676574707,5.200775146,8.202682495,9.71270507,32.3751833310921
0.136505127,0.06527709961,5.200775146,8.214645386,9.722793942,32.3374972419192
0.140533447,0.06048583984,5.203170776,8.233810425,9.740240181,32.2892176625796
0.14453125,0.06048583984,5.200775146,8.252960205,9.755156216,32.2172417661895
0.14855957,0.07723999023,5.200775146,8.274505615,9.773508649,32.1494697028502
0.152557373,0.07244873047,5.195983887,8.303237915,9.795267084,32.036447358473
0.156555176,0.07005310059,5.184020996,8.327178955,9.809224764,31.9031002028022
0.160583496,0.07484436035,5.193588257,8.327178955,9.814319641,31.9503880086186
0.164581299,0.07723999023,5.200775146,8.312820435,9.805968168,32.0303460510949
0.168579101,0.07244873047,5.198379517,8.276901245,9.774225936,32.1302427830314
0.172607422,0.07244873047,5.195983887,8.250564575,9.750657064,32.200625403057
0.176605224,0.07484436035,5.193588257,8.221832275,9.725095713,32.2788170341647
0.180603027,0.09161376953,5.195983887,8.212265015,9.718432914,32.3203439350186
0.18460083,0.08921813965,5.198379517,8.195495605,9.705527172,32.3853043099102
0.18862915,0.07723999023,5.188796997,8.212265015,9.714467405,32.2849888294587
0.192626953,0.07723999023,5.195983887,8.229019165,9.732469932,32.2680770050248
0.196624756,0.07963562012,5.186401367,8.243377686,9.73952651,32.1752452390187
0.200653076,0.08442687988,5.186401367,8.255355835,9.749707021,32.1376137317248
0.204650879,0.1035766602,5.191192627,8.243377686,9.742303869,32.1982626330095
0.208648681,0.1131591797,5.184020996,8.224227905,9.722386709,32.2222313151603
0.212677002,0.1371002197,5.172042847,8.197891235,9.694031379,32.2441786146229
0.216674805,0.1897735596,5.155288696,8.169158936,9.661685839,32.2477063045003
0.220672607,0.25440979,5.140914917,8.150009155,9.639314278,32.2305823404754
0.22467041,0.3238372803,5.114578247,8.140426636,9.619268529,32.1204817167227
0.22869873,0.3693389893,5.088241577,8.128463745,9.596798242,32.0191038574482
0.232696533,0.40284729,5.064300537,8.123672485,9.581413284,31.9078502182869
0.236694336,0.4076385498,5.047546387,8.082977295,9.53826062,31.9507020009998
0.240692139,0.40284729,5.033172607,8.023117065,9.479742606,32.0689750845816
0.244720459,0.37890625,5.018814087,7.953689575,9.412398347,32.2228091231266
0.248718262,0.3190612793,5.006851196,7.896224976,9.355251352,32.3569007924825
0.252716064,0.2400512695,4.980514526,7.869888306,9.316560068,32.3159262360499
0.256744385,0.1610412598,4.951782227,7.884246826,9.311682422,32.1259157534057
0.260742187,0.1227264404,4.930236816,7.929748535,9.338265828,31.867766862294
0.26473999,0.09161376953,4.915863037,8.023117065,9.40980924,31.494652871515
0.268737793,0.04611206055,4.901504517,8.128463745,9.492038543,31.0897806450191
0.272766113,0.01977539062,4.896713257,8.226623535,9.573689288,30.7622021145455
0.276763916,0.005416870117,4.901504517,8.291259766,9.631706202,30.5900979911621
0.280761719,0.01020812988,4.889526367,8.319992065,9.650380317,30.442054377148
0.284790039,-0.006561279297,4.877563477,8.341552734,9.662927638,30.316137110677
0.288787842,-0.006561279297,4.853607178,8.396606445,9.698481607,30.0297902704764
0.292785644,0.005416870117,4.836853027,8.566604614,9.837778772,29.4498187410985
0.296783447,0.01260375977,4.721939087,8.808410645,9.994246629,28.194472183793
0.300811767,-0.04486083984,4.470535278,9.107696533,10.14582842,26.1439517969896
0.30480957,0.03414916992,3.730728149,9.263305664,9.986407288,21.9366131478376
0.308807373,0.1514587402,3.04359436,9.294433594,9.781252589,18.1295199975187
0.312805176,0.2328643799,2.65335083,9.236984253,9.613343567,16.0220381865526
0.316833496,0.2759552002,2.428283691,9.083740234,9.40675553,14.9598750677977
0.320831299,0.3094787598,2.315765381,8.916152954,9.217175809,14.5511716978067
0.324829101,0.3046875,2.284637451,8.767715454,9.065607373,14.5965752814575
0.328826904,0.2663879395,2.272659302,8.600112915,8.899319355,14.7957776360399
0.332855224,0.2232818604,2.239151001,8.446884155,8.741481792,14.8418773319337
0.336853027,0.1969451904,2.198440552,8.351119995,8.637889409,14.7446299312019
0.34085083,0.2161102295,2.162536621,8.288879395,8.569060035,14.6175449238335
0.344848633,0.20652771,2.162536621,8.171554565,8.455384222,14.8185361281
0.348876953,0.1921691895,2.162536621,7.965652466,8.256216618,15.1845102939351
0.352874756,0.1418914795,2.143371582,7.699905396,7.993917565,15.552741955783
0.356872558,0.1299133301,2.131408691,7.558639526,7.854477193,15.7453454120055
0.360870361,0.1227264404,2.157745361,7.592163086,7.893786617,15.8635489926444
0.364898681,0.1347045898,2.176895142,7.683135986,7.98671374,15.8169304645555
0.368896484,0.1418914795,2.198440552,7.742996216,8.050295923,15.8481137027475
0.372894287,0.1131591797,2.210418701,7.776519775,8.085358103,15.8658164656374
0.37689209,0.09399414062,2.239151001,7.845947266,8.159750033,15.9271053389281
0.38092041,0.05809020996,2.253509521,7.994384766,8.306134325,15.7420352437471
0.384918213,0.08921813965,2.284637451,8.197891235,8.510754894,15.5715315644941
0.388916015,0.1969451904,2.327728271,8.382247925,8.701677228,15.5157586419353
0.392913818,0.2663879395,2.342102051,8.492385864,8.813456882,15.4110228832373
0.396942139,0.2975006104,2.301391602,8.557022095,8.866089163,15.0446884445763
0.400939941,0.3166656494,2.308578491,8.624053955,8.933315085,14.9765383582078
0.404937744,0.3573608398,2.370834351,8.767715454,9.089631267,15.119224560458
0.408935547,0.32862854,2.464202881,9.021499634,9.35776406,15.2678898709093
0.412963867,0.2137145996,2.583908081,8.940093994,9.308465799,16.1162354784111
0.41696167,0.09638977051,2.69644165,8.530685425,8.94721646,17.5400348643664
0.420959473,-0.001770019531,2.837692261,8.257751465,8.731721466,18.9647616965401
0.424957275,-0.1190795898,2.96697998,7.963256836,8.498859311,20.4324798163544
