Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Angle (deg)
0,0.06527709961,0.127456665,9.485977173,9.487057986,0.769780124327673
0.003997803,0.05809020996,0.1370391846,9.373443604,9.374625283,0.837585112355197
0.008026123,0.05809020996,0.1346435547,9.313598633,9.314752968,0.828231958891111
0.012054443,0.05809020996,0.1370391846,9.315979004,9.317167972,0.842750721629731
0.016082764,0.06288146973,0.1370391846,9.356689453,9.357904217,0.839081848849822
0.020111084,0.07484436035,0.1466064453,9.421325684,9.422763542,0.891486819795665
0.024139404,0.09399414062,0.1466064453,9.531463623,9.53305445,0.881172110157946
0.028167725,0.1107635498,0.1513977051,9.636810303,9.638635933,0.90000351981065
0.032165527,0.13230896,0.1442260742,9.725387573,9.727356798,0.849547140040354
0.036193848,0.13230896,0.1466064453,9.790039062,9.792030635,0.857865414595872
0.040222168,0.1299133301,0.1490020752,9.821166992,9.823156325,0.869121611732051
0.044219971,0.1251220703,0.153793335,9.809188843,9.811192266,0.898165042034853
0.048248291,0.1107635498,0.1633758545,9.754119873,9.756116785,0.959519520039892
0.052276611,0.10597229,0.1681671143,9.679901123,9.68194175,0.995229127555593
0.056274414,0.09161376953,0.1801300049,9.562591553,9.564726714,1.07910027408942
0.060302734,0.06527709961,0.1729431152,9.514709473,9.516504966,1.04129153788975
0.064300537,0.05809020996,0.1705627441,9.476394653,9.478107498,1.03111859697328
0.068328857,0.06048583984,0.1681671143,9.454849243,9.456538105,1.0189536288999
0.07232666,0.05569458008,0.1561889648,9.442871094,9.444326941,0.947592826924311
0.07635498,0.07005310059,0.1657714844,9.457244873,9.458957036,1.00417970502234
0.080352783,0.09161376953,0.153793335,9.502731323,9.504417293,0.927157690920774
0.084381103,0.09399414062,0.1490020752,9.567382812,9.569004671,0.89220722276495
0.088378906,0.1035766602,0.1370391846,9.636810303,9.638341179,0.814666271907729
0.092407227,0.1011810303,0.1346435547,9.687088013,9.688552041,0.796275411513531
0.096405029,0.10597229,0.1370391846,9.720611572,9.72215507,0.807642634461042
0.10043335,0.1107635498,0.1346435547,9.727783203,9.729345481,0.792936554697669
0.104431152,0.10597229,0.1346435547,9.708633423,9.710145311,0.794504553073674
0.108459473,0.1083679199,0.1226654053,9.672714233,9.674098979,0.726517102432917
0.112457275,0.1011810303,0.1226654053,9.627227783,9.628540865,0.729954854380787
0.116485596,0.1011810303,0.1346435547,9.593719482,9.595197757,0.80402309736518
0.120483398,0.09161376953,0.1442260742,9.550613403,9.552141677,0.865131573476314
0.124481201,0.08682250977,0.153793335,9.519485474,9.52112358,0.925530707350703
0.128509521,0.08442687988,0.1585845947,9.497940063,9.499639068,0.956525820342663
0.132507324,0.08442687988,0.1633758545,9.509918213,9.511696168,0.984178542930696
0.136505127,0.09399414062,0.1633758545,9.524276733,9.526141604,0.982685988642226
0.140533447,0.1083679199,0.153793335,9.555404663,9.557256629,0.92203125765983
0.14453125,0.10597229,0.1442260742,9.605682373,9.607349538,0.860159789943621
0.148529053,0.10597229,0.1370391846,9.665542603,9.667094893,0.812242973772965
0.152557373,0.1035766602,0.1346435547,9.701446533,9.702933672,0.795095101009141
0.156555176,0.09878540039,0.1490020752,9.699050903,9.700698356,0.88009393376443
0.160552978,0.09399414062,0.1490020752,9.679901123,9.681504133,0.881838915951878
0.164581299,0.08442687988,0.1442260742,9.653564453,9.655010912,0.855913346786574
0.168579102,0.08682250977,0.1561889648,9.634414673,9.636071774,0.928735339267594
0.172576904,0.08203125,0.1513977051,9.615264893,9.616806609,0.902046619006741
0.176605225,0.07723999023,0.1513977051,9.591323853,9.592829641,0.904301442337892
0.180603027,0.08203125,0.1442260742,9.572158813,9.573596745,0.863192609165934
0.18460083,0.07723999023,0.1418304443,9.564987183,9.56635049,0.84949674469223
0.18862915,0.07005310059,0.1394348145,9.557800293,9.559074011,0.835782808098269
0.192626953,0.08203125,0.1490020752,9.555404663,9.556918385,0.893335656043089
0.196624756,0.08442687988,0.1418304443,9.555404663,9.556830126,0.850343062178238
0.200622559,0.09161376953,0.1370391846,9.569763184,9.571182801,0.82038295209539
0.204650879,0.09161376953,0.1442260742,9.593719482,9.595240891,0.861245344300786
0.208648682,0.09399414062,0.1585845947,9.612869263,9.614636729,0.945084070262868
0.212646484,0.09638977051,0.1418304443,9.634414673,9.635940688,0.843361284312977
0.216674805,0.09399414062,0.1346435547,9.646392822,9.647790331,0.799639876338984
0.220672607,0.09399414062,0.1418304443,9.636810303,9.638312279,0.843153752956544
0.22467041,0.09399414062,0.1490020752,9.620056152,9.621669132,0.887323311333637
0.228668213,0.1011810303,0.1466064453,9.608078003,9.60972913,0.874140813756295
0.232696533,0.08921813965,0.1418304443,9.596099854,9.597562615,0.846733904430202
0.236694336,0.08442687988,0.1513977051,9.591323853,9.592890201,0.904295733026616
0.240692139,0.08682250977,0.153793335,9.579345703,9.580973575,0.919748645569117
0.244689941,0.08203125,0.1561889648,9.562591553,9.564218804,0.935713254050344
0.248687744,0.07484436035,0.1585845947,9.567382812,9.568989739,0.949592820487443
0.252685547,0.09878540039,0.1561889648,9.553009033,9.554796447,0.936636079550876
0.25668335,0.08921813965,0.153793335,9.500335693,9.501999292,0.927393647945975
0.260681152,0.07484436035,0.1490020752,9.512313843,9.513775168,0.897387099161599
