Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
0,0.09399414062,0.1370391846,9.584136963,9.585577497
0.003997803,0.09638977051,0.1442260742,9.584136963,9.585706728
0.008026124,0.08682250977,0.1490020752,9.598495483,9.600044547
0.012054444,0.08682250977,0.1442260742,9.603286743,9.60476213
0.016082764,0.09399414062,0.1418304443,9.603286743,9.604793962
0.020111084,0.08442687988,0.1370391846,9.605682373,9.607030836
0.024139405,0.08203125,0.1418304443,9.605682373,9.607079621
0.028167725,0.08442687988,0.1442260742,9.608078003,9.609531308
0.032165528,0.08682250977,0.1394348145,9.593719482,9.595125519
0.036193848,0.08442687988,0.1490020752,9.584136963,9.585666948
0.040222168,0.07963562012,0.1466064453,9.586532593,9.587984274
0.044219971,0.08442687988,0.1442260742,9.591323853,9.592779696
0.048248291,0.08203125,0.1490020752,9.593719482,9.59522716
0.052276612,0.08203125,0.1490020752,9.598495483,9.600002411
0.056274415,0.08442687988,0.1513977051,9.603286743,9.604851141
0.060302735,0.08203125,0.1418304443,9.605682373,9.607079621
0.064300538,0.08682250977,0.1370391846,9.612869263,9.614238053
0.068328858,0.08682250977,0.1442260742,9.605682373,9.607157392
0.072326661,0.09638977051,0.1681671143,9.591323853,9.593282254
0.076354981,0.08682250977,0.1561889648,9.600891113,9.602553999
0.080383301,0.07723999023,0.1513977051,9.610473633,9.611976422
0.084381104,0.08682250977,0.1394348145,9.593719482,9.595125519
0.088409424,0.08203125,0.1370391846,9.605682373,9.607010082
0.092407227,0.08203125,0.1346435547,9.598495483,9.599790287
0.09640503,0.09161376953,0.1346435547,9.603286743,9.604667524
0.10043335,0.09161376953,0.127456665,9.600891113,9.602174152
0.104431153,0.08682250977,0.1202850342,9.593719482,9.594866343
0.108459473,0.08442687988,0.1322479248,9.593719482,9.595002393
0.112457276,0.08203125,0.127456665,9.591323853,9.59252144
0.116485596,0.08921813965,0.1346435547,9.598495483,9.59985439
0.120483399,0.09161376953,0.1346435547,9.615264893,9.616643953
0.124481202,0.09638977051,0.1346435547,9.610473633,9.611900089
0.128509522,0.10597229,0.1322479248,9.600891113,9.602386673
0.132507325,0.1035766602,0.1370391846,9.593719482,9.595257233
0.136535645,0.09399414062,0.1418304443,9.588928223,9.590437698
0.140533448,0.08921813965,0.1442260742,9.591323853,9.592823061
0.14453125,0.08442687988,0.1322479248,9.603286743,9.604568376
0.148559571,0.08921813965,0.1370391846,9.600891113,9.602283571
0.152557374,0.08682250977,0.1370391846,9.605682373,9.607052188
0.156555176,0.08203125,0.1442260742,9.608078003,9.60951056
0.160583497,0.08682250977,0.1394348145,9.605682373,9.607086659
0.164581299,0.08203125,0.1513977051,9.600891113,9.602435137
0.168579102,0.08921813965,0.1490020752,9.598495483,9.600066512
0.172607422,0.09161376953,0.1466064453,9.600891113,9.602447433
0.176605225,0.09161376953,0.1442260742,9.610473633,9.611992389
0.180603028,0.08682250977,0.1490020752,9.600891113,9.602439791
0.184631348,0.08682250977,0.1466064453,9.596099854,9.597612411
0.188629151,0.07963562012,0.1490020752,9.598495483,9.599982239
0.192626954,0.08203125,0.1322479248,9.600891113,9.602152301
0.196655274,0.08203125,0.1418304443,9.598495483,9.599893778
0.200653077,0.08203125,0.1466064453,9.596099854,9.597570264
0.204650879,0.08682250977,0.1394348145,9.588928223,9.590334962
0.208648682,0.08682250977,0.1442260742,9.596099854,9.597576345
0.212677002,0.08442687988,0.1418304443,9.598495483,9.599914547
0.216674805,0.08442687988,0.1298522949,9.605682373,9.606931007
0.220672608,0.08682250977,0.127456665,9.605682373,9.606920277
0.224700928,0.08442687988,0.1346435547,9.598495483,9.599811057
0.228698731,0.08442687988,0.1346435547,9.596099854,9.597415755
0.232696534,0.08682250977,0.1298522949,9.598495483,9.59976642
0.236694336,0.08682250977,0.1370391846,9.596099854,9.597471036
0.240722657,0.09638977051,0.1418304443,9.596099854,9.597631961
