Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
1.157592774,0.1753997803,2.80178833,10.08691406,10.47027307
1.161621094,0.1466674805,2.79460144,9.969604492,10.35491778
1.165618897,0.1873779297,2.80178833,9.866653442,10.25845887
1.1696167,0.1945495605,2.7706604,9.737365723,10.12574441
1.173614502,0.1610412598,2.72756958,9.572158813,9.954486147
1.177612305,0.1394958496,2.737136841,9.390213013,9.781997628
1.181640625,0.08682250977,2.761077881,9.191482544,9.59762682
1.185638428,-0.00895690918,2.80178833,8.992767334,9.419127475
1.189636231,-0.05683898926,2.84967041,8.841934204,9.28997592
1.193634034,-0.09274291992,2.86882019,8.686309814,9.148262607
1.197662354,-0.1047210693,2.8568573,8.569000244,9.033292053
1.201660157,-0.1047210693,2.835296631,8.504348755,8.965144797
1.205657959,-0.04965209961,2.837692261,8.351119995,8.820213596
1.209655762,-0.0376739502,2.84487915,8.224227905,8.702452605
1.213653565,-0.07838439941,2.840087891,8.154800415,8.635566753
1.217681885,-0.07838439941,2.837692261,8.099731445,8.582790395
1.221679688,-0.08557128906,2.85206604,8.054244995,8.544733207
1.225677491,-0.09274291992,2.88079834,8.051849365,8.552185599
1.229675293,-0.0352935791,2.89276123,8.202682495,8.697891313
1.233673096,0.02935791016,2.90234375,8.485198975,8.967890653
1.237701416,0.1035766602,2.89994812,8.803619385,9.269527577
1.241699219,0.1634368896,2.89515686,9.234588623,9.679166901
1.245697022,0.2185058594,2.9190979,9.782852173,10.2114188
1.249694825,0.2663879395,2.940643311,10.24732971,10.66424455
1.253723145,0.2998962402,2.89276123,10.51069641,10.90562902
1.257720948,0.2927246094,2.861633301,10.68547058,11.06588968
1.26171875,0.3046875,2.86882019,10.82911682,11.20681645
1.265716553,0.2831420898,2.86882019,10.74533081,11.12530597
1.269714356,0.2687835693,2.86882019,10.41014099,10.80154662
1.273742676,0.1897735596,2.82572937,9.869049072,10.26737016
1.277740479,0.1083679199,2.792205811,9.287261963,9.698525231
1.281738282,0.07723999023,2.761077881,8.920944214,9.338777369
1.285736084,0.07484436035,2.706008911,8.590545654,9.006972885
1.289733887,0.07005310059,2.655731201,8.331970215,8.745258333
1.293762207,0.06288146973,2.694046021,8.250564575,8.679496175
1.29776001,0.04850769043,2.72517395,8.276901245,8.714127626
1.301757813,0.02696228027,2.713195801,8.305633545,8.737603047
1.305755616,0.01737976074,2.689254761,8.365493774,8.787142841
1.309783936,0.04132080078,2.662918091,8.557022095,8.961889717
1.313781739,0.0532989502,2.64616394,8.858688354,9.245614298
1.317779541,0.08203125,2.665313721,9.119659424,9.501516424
1.321777344,0.13230896,2.689254761,9.294433594,9.676574428
1.325775147,0.1825866699,2.717987061,9.409362793,9.795759272
1.329803467,0.2017364502,2.74911499,9.533859253,9.924354038
1.33380127,0.1993408203,2.763473511,9.694274902,10.08243465
1.337799073,0.1873779297,2.768264771,9.861862183,10.24474138
1.341796875,0.18019104,2.77784729,9.950454712,10.33249502
1.345825196,0.18019104,2.792205811,9.967208862,10.35249412
1.349822998,0.2017364502,2.80657959,9.969604492,10.35908299
1.353820801,0.2185058594,2.80178833,9.955230713,10.3442922
1.357818604,0.2376556396,2.80178833,9.900177002,10.2917444
1.361816407,0.2496185303,2.80657959,9.835525513,10.23116614
1.365844727,0.2185058594,2.866424561,9.797225952,10.21027771
1.36984253,0.1275177002,3.01008606,9.715820312,10.17221919
1.373840332,0.09161376953,3.14654541,9.608078003,10.11060354
1.377838135,0.04132080078,3.22795105,9.509918213,10.04290395
1.381835938,0.02696228027,3.22315979,9.385421753,9.923488675
1.385864258,0.02935791016,3.189651489,9.251342773,9.785810218
1.389862061,0.005416870117,3.14175415,9.055023193,9.584575813
1.393859864,-0.00895690918,3.05796814,8.892211914,9.403333563
1.397857666,-0.06880187988,3.01008606,8.817993164,9.317851428
1.401885987,-0.1286621094,3.014862061,8.748565674,9.254369159
1.405883789,-0.1478118896,3.01965332,8.612091064,9.127336251
1.409881592,-0.1478118896,2.99331665,8.504348755,9.016969595
1.413879395,-0.1095123291,2.990921021,8.485198975,8.997566512
1.417877198,-0.111907959,2.98374939,8.513931274,9.022322847
1.421905518,-0.111907959,3.0052948,8.576171875,9.08818157
1.425903321,-0.09274291992,3.01008606,8.717437744,9.222957235
1.429901123,-0.09274291992,3.00769043,8.865875244,9.362614315
1.433898926,-0.09753417969,3.02684021,9.026290894,9.520777377
1.437896729,-0.08795166016,3.04598999,9.181915283,9.674366066
1.441925049,-0.00895690918,3.07711792,9.332748413,9.826949062
1.445922852,0.02456665039,3.07711792,9.452453613,9.940731237
1.449920655,0.0365447998,3.089080811,9.572158813,10.05832889
1.453918457,0.04132080078,3.13458252,9.684692383,10.17941951
1.45791626,0.02696228027,3.189651489,9.756515503,10.26470644
1.46194458,0.01737976074,3.22315979,9.797225952,10.313811
1.465942383,0.03894042969,3.24710083,9.811584473,10.33500702
1.469940186,0.07244873047,3.22795105,9.751724243,10.27234357
1.473937989,0.09161376953,3.261474609,9.687088013,10.22180434
1.477935791,0.04611206055,3.340484619,9.598495483,10.1632711
1.481964112,-0.00895690918,3.40512085,9.478790283,10.07186147
1.485961914,-0.05204772949,3.517654419,9.356689453,9.996211237
1.489959717,-0.05444335938,3.57749939,9.136413574,9.812008916
1.49395752,0.005416870117,3.510467529,8.935302734,9.600158674
1.49798584,0.04850769043,3.438644409,8.841934204,9.487171804
1.501983643,0.0532989502,3.383575439,8.755737305,9.386924911
1.505981446,0.02696228027,3.412307739,8.753341675,9.394975335
1.509979248,0.01977539062,3.45539856,8.803619385,9.457477705
1.513977051,0.04850769043,3.496109009,8.877853394,9.54156235
1.518005371,0.05090332031,3.522445679,8.920944214,9.591322139
1.522003174,0.04850769043,3.539199829,8.961639404,9.635313655
1.526000977,0.04371643066,3.589477539,9.081359863,9.76510917
1.52999878,0.06288146973,3.599060059,9.172332764,9.853368749
1.5340271,0.08921813965,3.606231689,9.244155884,9.92306832
1.538024903,0.1490631104,3.582290649,9.263305664,9.932968234
1.542022705,0.1777954102,3.484130859,9.258529663,9.893995683
1.546020508,0.2185058594,3.385971069,9.287261963,9.887657946
1.550018311,0.2663879395,3.27104187,9.320770264,9.881671709
1.554046631,0.2185058594,3.19921875,9.354293823,9.888658066
1.558044434,0.18019104,3.15852356,9.423721313,9.940586667
1.562042237,0.2017364502,3.12020874,9.517105103,10.01756905
1.566040039,0.2280731201,3.08190918,9.564987183,10.05182378
1.570037842,0.23046875,3.07711792,9.586532593,10.07091742
1.574066162,0.1945495605,3.086700439,9.596099854,10.08219726
1.578063965,0.2017364502,3.07711792,9.648773193,10.12956941
1.582061768,0.1969451904,3.06993103,9.653564453,10.13185919
1.586059571,0.1825866699,3.05317688,9.612869263,10.08773921
1.590057373,0.1299133301,3.04119873,9.569763184,10.04221761
