Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Angle (deg)
0,0.09399414062,0.1370391846,9.584136963,9.585577497,0.819150896062963
0.003997803,0.09638977051,0.1442260742,9.584136963,9.585706728,0.862102023165373
0.008026124,0.08682250977,0.1490020752,9.598495483,9.600044547,0.889322212233467
0.012054444,0.08682250977,0.1442260742,9.603286743,9.60476213,0.860391524066248
0.016082764,0.09399414062,0.1418304443,9.603286743,9.604793962,0.84609636123515
0.020111084,0.08442687988,0.1370391846,9.605682373,9.607030836,0.817321536371583
0.024139405,0.08203125,0.1418304443,9.605682373,9.607079621,0.845895048329808
0.028167725,0.08442687988,0.1442260742,9.608078003,9.609531308,0.85996448254077
0.032165528,0.08682250977,0.1394348145,9.593719482,9.595125519,0.832642322285625
0.036193848,0.08442687988,0.1490020752,9.584136963,9.585666948,0.89065621927147
0.040222168,0.07963562012,0.1466064453,9.586532593,9.587984274,0.876123456407295
0.044219971,0.08442687988,0.1442260742,9.591323853,9.592779696,0.861466328332929
0.048248291,0.08203125,0.1490020752,9.593719482,9.59522716,0.889768741939653
0.052276612,0.08203125,0.1490020752,9.598495483,9.600002411,0.889326115973053
0.056274415,0.08442687988,0.1513977051,9.603286743,9.604851141,0.903169518516747
0.060302735,0.08203125,0.1418304443,9.605682373,9.607079621,0.845895048329808
0.064300538,0.08682250977,0.1370391846,9.612869263,9.614238053,0.816708797926802
0.068328858,0.08682250977,0.1442260742,9.605682373,9.607157392,0.860176994628636
0.072326661,0.09638977051,0.1681671143,9.591323853,9.593282254,1.00442780520472
0.076354981,0.08682250977,0.1561889648,9.600891113,9.602553999,0.931977381226097
0.080383301,0.07723999023,0.1513977051,9.610473633,9.611976422,0.902499950781893
0.084381104,0.08682250977,0.1394348145,9.593719482,9.595125519,0.832642322285625
0.088409424,0.08203125,0.1370391846,9.605682373,9.607010082,0.817323302166152
0.092407227,0.08203125,0.1346435547,9.598495483,9.599790287,0.803638428273883
0.09640503,0.09161376953,0.1346435547,9.603286743,9.604667524,0.803230315057546
0.10043335,0.09161376953,0.127456665,9.600891113,9.602174152,0.760551029752595
0.104431153,0.08682250977,0.1202850342,9.593719482,9.594866343,0.718301338027432
0.108459473,0.08442687988,0.1322479248,9.593719482,9.595002393,0.789732775531395
0.112457276,0.08203125,0.127456665,9.591323853,9.59252144,0.761316398057805
0.116485596,0.08921813965,0.1346435547,9.598495483,9.59985439,0.80363306164766
0.120483399,0.09161376953,0.1346435547,9.615264893,9.616643953,0.802229918153527
0.124481202,0.09638977051,0.1346435547,9.610473633,9.611900089,0.802625877211096
0.128509522,0.10597229,0.1322479248,9.600891113,9.602386673,0.789125428952111
0.132507325,0.1035766602,0.1370391846,9.593719482,9.595257233,0.818324477032683
0.136535645,0.09399414062,0.1418304443,9.588928223,9.590437698,0.847363004911366
0.140533448,0.08921813965,0.1442260742,9.591323853,9.592823061,0.861462433747795
0.14453125,0.08442687988,0.1322479248,9.603286743,9.604568376,0.788946165680452
0.148559571,0.08921813965,0.1370391846,9.600891113,9.602283571,0.817725638730938
0.152557374,0.08682250977,0.1370391846,9.605682373,9.607052188,0.817319719763072
0.156555176,0.08203125,0.1442260742,9.608078003,9.60951056,0.859966339510652
0.160583497,0.08682250977,0.1394348145,9.605682373,9.607086659,0.831605582247262
0.164581299,0.08203125,0.1513977051,9.600891113,9.602435137,0.903396777725384
0.168579102,0.08921813965,0.1490020752,9.598495483,9.600066512,0.889320177307007
0.172607422,0.09161376953,0.1466064453,9.600891113,9.602447433,0.874803740980624
0.176605225,0.09161376953,0.1442260742,9.610473633,9.611992389,0.859744278351902
0.180603028,0.08682250977,0.1490020752,9.600891113,9.602439791,0.889100360876393
0.184631348,0.08682250977,0.1466064453,9.596099854,9.597612411,0.875244478023012
0.188629151,0.07963562012,0.1490020752,9.598495483,9.599982239,0.889327984783985
0.192626954,0.08203125,0.1322479248,9.600891113,9.602152301,0.789144691337353
0.196655274,0.08203125,0.1418304443,9.598495483,9.599893778,0.846528275335409
0.200653077,0.08203125,0.1466064453,9.596099854,9.597570264,0.875248321905179
0.204650879,0.08682250977,0.1394348145,9.588928223,9.590334962,0.833058272425367
0.208648682,0.08682250977,0.1442260742,9.596099854,9.597576345,0.861035754743022
0.212677002,0.08442687988,0.1418304443,9.598495483,9.599914547,0.846526443723143
0.216674805,0.08442687988,0.1298522949,9.605682373,9.606931007,0.774463251005089
0.220672608,0.08682250977,0.127456665,9.605682373,9.606920277,0.760175271278313
0.224700928,0.08442687988,0.1346435547,9.598495483,9.599811057,0.803636689436323
0.228698731,0.08442687988,0.1346435547,9.596099854,9.597415755,0.803837272363783
0.232696534,0.08682250977,0.1298522949,9.598495483,9.59976642,0.775041290906469
0.236694336,0.08682250977,0.1370391846,9.596099854,9.597471036,0.818135705128671
0.240722657,0.09638977051,0.1418304443,9.596099854,9.597631961,0.846727786051356
0.244720459,0.08203125,0.1490020752,9.610473633,9.611978682,0.888217950241765
0.248718262,0.09161376953,0.1681671143,9.605682373,9.607591119,1.00293172879642
0.252746583,0.08921813965,0.1729431152,9.588928223,9.590902651,1.03321324602792
0.256744385,0.09638977051,0.1609802246,9.579345703,9.581183107,0.962712158649985
0.260742188,0.10597229,0.153793335,9.593719482,9.595537297,0.918352568251906
0.264739991,0.1035766602,0.1322479248,9.617660522,9.619127381,0.787751983012102
0.268768311,0.09399414062,0.1298522949,9.634414673,9.63574816,0.772146961777653
0.272766114,0.09161376953,0.1322479248,9.634414673,9.635757816,0.786392309753783
0.276763916,0.09638977051,0.1418304443,9.608078003,9.609608201,0.845672451510185
0.280761719,0.1011810303,0.1394348145,9.588928223,9.590475699,0.83304604670105
0.28479004,0.1179351807,0.1418304443,9.584136963,9.585911845,0.847763104554286
0.288787842,0.09399414062,0.1394348145,9.586532593,9.588007307,0.833260525996949
0.292785645,0.09161376953,0.1442260742,9.586532593,9.588055141,0.861890851560787
0.296813965,0.08682250977,0.1394348145,9.615264893,9.616667779,0.830776992515824
0.300811768,0.08203125,0.1322479248,9.660751343,9.662004717,0.784255936131873
0.304809571,0.08442687988,0.1322479248,9.701446533,9.7027152,0.780965164574124
0.308807374,0.09161376953,0.127456665,9.703842163,9.705111592,0.752483765339561
0.312835694,0.1011810303,0.1370391846,9.643997192,9.6455015,0.814061465144664
0.316833497,0.1035766602,0.1609802246,9.584136963,9.586048408,0.962223497896758
0.320831299,0.1083679199,0.1729431152,9.538650513,9.540833639,1.03863600262362
0.324829102,0.09878540039,0.1729431152,9.550613403,9.552689896,1.03734676560311
0.328857422,0.1107635498,0.1633758545,9.608078003,9.610105262,0.974099412972837
0.332855225,0.1227264404,0.1513977051,9.677505493,9.679467734,0.896206640747618
0.336853028,0.1131591797,0.1442260742,9.720611572,9.722340022,0.849985542760504
0.340850831,0.1131591797,0.1394348145,9.715820312,9.717479684,0.822157680478898
0.344879151,0.1179351807,0.1466064453,9.689483643,9.691310304,0.866781757472175
0.348876954,0.1131591797,0.1466064453,9.653564453,9.655340755,0.870011072965559
0.352874756,0.1179351807,0.1585845947,9.646392822,9.648417086,0.941774910152166
0.356872559,0.1107635498,0.1561889648,9.641601562,9.643502696,0.928019628032842
0.360900879,0.1107635498,0.1490020752,9.643997192,9.645784158,0.885104774322661
0.364898682,0.1275177002,0.1418304443,9.639205933,9.641092659,0.842910579603146
0.368896485,0.13230896,0.153793335,9.624832153,9.626970034,0.915353826760999
0.372894288,0.1347045898,0.1681671143,9.629623413,9.632033668,1.00038639899558
0.376922608,0.13230896,0.177734375,9.629623413,9.63217225,1.05729084426394
0.380920411,0.1394958496,0.1849212646,9.617660522,9.620449516,1.1013893411172
0.384918213,0.13230896,0.1897125244,9.605682373,9.608466597,1.13133903530027
0.388916016,0.1490631104,0.1873168945,9.612869263,9.615849567,1.11619324990912
0.392944336,0.1514587402,0.1801300049,9.629623413,9.632498827,1.07150707693415
0.396942139,0.1442718506,0.1753387451,9.653564453,9.656234499,1.04043892335474
0.400939942,0.1418914795,0.1609802246,9.663146973,9.665529331,0.95431027233171
0.404937745,0.1371002197,0.1681671143,9.663146973,9.665582552,0.996913743282286
0.408966065,0.1347045898,0.1753387451,9.660751343,9.663281301,1.03968011554877
0.412963868,0.13230896,0.1897125244,9.632019043,9.634795657,1.12824701865448
0.41696167,0.1371002197,0.1921081543,9.610473633,9.613371181,1.1450425620459
0.420959473,0.1251220703,0.1897125244,9.591323853,9.594015823,1.13304331163666
0.424987793,0.1251220703,0.1945037842,9.586532593,9.589321895,1.1622313182521
0.428985596,0.1179351807,0.1873168945,9.598495483,9.601047436,1.11791432613056
