Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
1.246063233,0.10597229,1.054016113,9.790039062,9.84718462
1.250061036,0.1251220703,1.049224854,9.785247803,9.842134062
1.254089356,0.1442718506,1.039657593,9.778060913,9.834234973
1.258087159,0.1490631104,1.049224854,9.775665283,9.832940777
1.262084961,0.1394958496,1.056411743,9.780456543,9.838332941
1.266082764,0.1275177002,1.063598633,9.785247803,9.843707502
1.270111084,0.1083679199,1.075561523,9.785247803,9.844777842
1.274108887,0.1011810303,1.087539673,9.802001953,9.862668119
1.27810669,0.08442687988,1.099502563,9.823562622,9.885262585
1.282104493,0.05569458008,1.118652344,9.833129883,9.896713002
1.286132813,0.0365447998,1.128234863,9.840316772,9.904851519
1.290130616,0.01977539062,1.140213013,9.845108032,9.910934817
1.294128418,0.0078125,1.161758423,9.840316772,9.908661759
1.298126221,0.005416870117,1.166549683,9.830734253,9.899707241
1.302154541,0.01260375977,1.168945312,9.802001953,9.871465661
1.306152344,0.03175354004,1.176116943,9.775665283,9.846212017
1.310150147,0.04371643066,1.176116943,9.746948242,9.817747309
1.31414795,0.07723999023,1.176116943,9.715820312,9.787051723
1.31817627,0.10597229,1.183303833,9.670333862,9.743038289
1.322174073,0.1203308105,1.188095093,9.634414673,9.708140684
1.326171875,0.1251220703,1.185699463,9.610473633,9.684149018
1.330169678,0.1394958496,1.183303833,9.588928223,9.662671034
1.334197998,0.1394958496,1.190490723,9.581741333,9.656422434
1.338195801,0.13230896,1.209640503,9.562591553,9.63970399
1.342193604,0.1227264404,1.219223022,9.553009033,9.631279673
1.346191407,0.1179351807,1.235977173,9.553009033,9.633355068
1.350219727,0.1083679199,1.240768433,9.564987183,9.645736349
1.35421753,0.10597229,1.262313843,9.553009033,9.636630529
1.358215332,0.1107635498,1.269500732,9.545822144,9.630504715
1.362213135,0.1083679199,1.276672363,9.533859253,9.619569023
1.366241455,0.10597229,1.286254883,9.533859253,9.62081878
1.370239258,0.10597229,1.288650513,9.526672363,9.614017713
