Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Angle (deg)
0,0.1371002197,0.2328033447,9.972000122,9.975659392,1.33724094162274
0.003997803,0.1538543701,0.2256164551,10.0486145,10.05232448,1.28606634697048
0.008026123,0.1658325195,0.2304077148,10.10368347,10.10767074,1.30618948040714
0.012054443,0.1706085205,0.2328033447,10.13719177,10.1412998,1.31539557784438
0.016082764,0.1730041504,0.2256164551,10.14437866,10.14836202,1.2738938303573
0.020111084,0.1753997803,0.2208404541,10.11804199,10.12197161,1.25017442606043
0.024139404,0.1634368896,0.2112579346,10.0821228,10.0856602,1.20022617204156
0.028167724,0.1251220703,0.2304077148,10.01029968,10.01373272,1.31844489232579
0.032165527,0.1251220703,0.2208404541,9.873840332,9.877102254,1.28117337841597
0.036193848,0.07723999023,0.2328033447,9.737365723,9.740454539,1.36953766506279
0.040222168,0.06288146973,0.2375946045,9.627227783,9.630364482,1.41371071496874
0.044219971,0.05569458008,0.2423858643,9.548217773,9.551456195,1.45414246406368
0.048248291,0.04132080078,0.251953125,9.500335693,9.503765889,1.51913908492817
0.052276611,0.0365447998,0.2447814941,9.478790283,9.482020815,1.47927377858935
0.056274414,0.02935791016,0.2495574951,9.459640503,9.462977294,1.51117863756112
0.060302734,0.01737976074,0.2495574951,9.418930054,9.422251554,1.51771192050848
0.064300537,0.0078125,0.2543487549,9.385421753,9.388870848,1.5523584806814
0.068328857,0.01020812988,0.2543487549,9.354293823,9.357756698,1.55752127744412
0.07232666,-0.006561279297,0.2567443848,9.371047974,9.374566702,1.56937485311363
0.07635498,-0.00895690918,0.2711181641,9.371047974,9.374973355,1.65718792192092
0.080383301,0.003021240234,0.275894165,9.330352783,9.334431412,1.69371577335848
0.084381103,-0.001770019531,0.2806854248,9.330352783,9.334573932,1.72311182164102
0.088409424,-0.01133728027,0.2830810547,9.351898193,9.356188499,1.73380702205177
0.092407226,-0.001770019531,0.2735137939,9.339920044,9.343924195,1.67739212308087
0.096405029,-0.00895690918,0.2711181641,9.325561523,9.329506043,1.6652664903898
0.100433349,-0.001770019531,0.2711181641,9.339920044,9.343854377,1.66270860432542
0.104431152,-0.001770019531,0.275894165,9.380630493,9.384686951,1.68464320610097
0.108459473,-0.006561279297,0.2806854248,9.423721313,9.427902776,1.7060492978438
0.112457275,0.0006256103516,0.2782897949,9.447662354,9.45176013,1.6872132991381
0.116485596,0.02217102051,0.2687225342,9.440490723,9.444340551,1.63047332319242
0.120483398,0.02217102051,0.2639312744,9.454849243,9.458558319,1.59898693981178
0.124481201,0.02935791016,0.2543487549,9.526672363,9.530112355,1.52934616770169
0.128509521,0.05569458008,0.247177124,9.603286743,9.606628685,1.47437457519645
0.132507324,0.0532989502,0.2399902344,9.677505493,9.680627493,1.42055217153312
0.136535644,0.07963562012,0.2328033447,9.718215942,9.721330173,1.37223241407829
0.140533447,0.09638977051,0.2375946045,9.770889282,9.77425289,1.39289511220677
0.14453125,0.1155548096,0.2351989746,9.830734253,9.834226326,1.37043760857485
0.14855957,0.1251220703,0.2256164551,9.900177002,9.903537903,1.30539098368143
0.152557373,0.1275177002,0.2208404541,9.962417603,9.965680898,1.26978396426688
0.156555176,0.1394958496,0.2136535645,9.993545532,9.996802451,1.22462954508121
0.160583496,0.13230896,0.228012085,9.969604492,9.973089236,1.31005230388197
0.164581299,0.1299133301,0.228012085,9.919326782,9.922797529,1.31669320708028
0.168579101,0.1275177002,0.228012085,9.835525513,9.83899448,1.32791006277584
0.172607422,0.1155548096,0.2351989746,9.768493652,9.772007967,1.37916486291183
0.176605224,0.09638977051,0.2375946045,9.711029053,9.714413387,1.40147686833151
0.180603027,0.08442687988,0.251953125,9.667938232,9.671589215,1.49277266472996
0.18460083,0.07244873047,0.2447814941,9.620056152,9.623442584,1.45753031326775
0.18862915,0.06527709961,0.2543487549,9.572158813,9.575759956,1.5220540624113
0.192626953,0.05569458008,0.2567443848,9.521881104,9.525504675,1.54450098836477
0.196624756,0.05090332031,0.2543487549,9.483581543,9.487128297,1.53627695060341
0.200653076,0.04371643066,0.2615356445,9.452453613,9.456172129,1.58486959794868
0.204650879,0.03175354004,0.2663269043,9.428512573,9.432326736,1.61799271024869
0.208648682,0.02935791016,0.2687225342,9.421325684,9.425202986,1.63378484236284
0.212646484,0.02456665039,0.2687225342,9.414154053,9.418020591,1.63503114176026
0.216674805,0.01737976074,0.2687225342,9.409362793,9.413215286,1.63586602737007
0.220672607,0.01020812988,0.2591400146,9.406967163,9.410541374,1.57796514319177
0.22467041,0.01020812988,0.2591400146,9.406967163,9.410541374,1.57796514319177
0.228668213,0.02217102051,0.2591400146,9.414154053,9.417746101,1.57675766952342
0.232696533,0.01737976074,0.2615356445,9.428512573,9.432155231,1.58890615153962
0.236694336,0.01737976074,0.2567443848,9.445266724,9.448771519,1.55704690518955
0.240692139,0.02217102051,0.2495574951,9.462036133,9.465352517,1.51079933648277
0.244689941,0.02935791016,0.2447814941,9.471603394,9.474811381,1.48039961610885
0.248687744,0.03414916992,0.2351989746,9.483581543,9.486559103,1.42067206901876
0.252716064,0.03894042969,0.2399902344,9.497940063,9.501051369,1.44740720247835
0.256713867,0.0532989502,0.2447814941,9.517105103,9.520401687,1.47330886623797
0.26071167,0.05569458008,0.2399902344,9.557800293,9.560975036,1.43833362690059
0.264709473,0.06048583984,0.2423858643,9.603286743,9.606535573,1.44580331663692
0.268707275,0.06048583984,0.2399902344,9.648773193,9.65194685,1.42477419419919
0.272705078,0.08203125,0.2351989746,9.703842163,9.707038704,1.38839742192964
0.276733398,0.08921813965,0.2351989746,9.742156982,9.745404102,1.38293055935735
0.280731201,0.1107635498,0.2328033447,9.768493652,9.771895118,1.36513041157279
0.284729004,0.1179351807,0.2256164551,9.799621582,9.802927861,1.31879091113122
0.288726807,0.1203308105,0.2328033447,9.818771362,9.822267965,1.35812811635897
0.292724609,0.1131591797,0.2447814941,9.821166992,9.824868654,1.42764227883737
0.29675293,0.1203308105,0.247177124,9.811584473,9.815435085,1.44300310155767
0.300750732,0.1107635498,0.251953125,9.787643433,9.791512289,1.47448563633182
0.304748535,0.1083679199,0.2495574951,9.754119873,9.75791356,1.46549262916387
0.308746338,0.09638977051,0.2351989746,9.720611572,9.723934332,1.38598456879658
0.312774658,0.07484436035,0.2256164551,9.715820312,9.718727736,1.33021856220508
0.316772461,0.07005310059,0.2328033447,9.691879272,9.694927987,1.37597013066183
0.320770264,0.0532989502,0.2328033447,9.646392822,9.64934882,1.38247085079761
