Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2),Angle (deg)
0,0.06288146973,2.90713501,9.409362793,9.848426078,17.1687976958131
0.003997803,0.05569458008,2.92388916,9.490768433,9.931108455,17.1225935258626
0.008026123,0.04132080078,2.914306641,9.450057983,9.88931173,17.1391031521968
0.012054443,0.05090332031,2.92388916,9.347106934,9.793882121,17.370077838527
0.016082763,0.06288146973,2.916702271,9.244155884,9.693581599,17.5110695410538
0.020111084,0.03175354004,2.909515381,9.225006104,9.673004996,17.5048859121661
0.024139404,-0.004165649414,2.89515686,9.248947144,9.691489765,17.3814522114493
0.028137207,0.0532989502,2.90234375,9.234588623,9.680086108,17.4471665596925
0.032165527,0.08442687988,2.87600708,9.335144043,9.768493176,17.1225607250732
0.036193847,0.1251220703,2.90234375,9.483581543,9.918546953,17.0147472482089
0.04019165,0.1466674805,2.911911011,9.529067993,9.965132909,16.9903090538123
0.04421997,0.1131591797,2.89994812,9.517105103,9.949763496,16.9453244344557
0.048248291,0.07005310059,2.911911011,9.502731323,9.939116448,17.0361393257065
0.052246094,0.0532989502,2.89994812,9.404571533,9.841671891,17.1371571938065
0.056274414,0.03414916992,2.89276123,9.193878174,9.638289764,17.465544273057
0.060272217,0.003021240234,2.87600708,9.014312744,9.461990282,17.6952278615821
0.064300537,-0.0352935791,2.77305603,8.849121094,9.273512253,17.3993368523649
0.06829834,-0.0376739502,2.62701416,8.648010254,9.038290993,16.8971056834677
0.07232666,-0.0209197998,2.490539551,8.525894165,8.882234865,16.2838166062445
0.076324463,0.003021240234,2.418716431,8.506744385,8.84391872,15.8720017447145
0.080352783,0.02696228027,2.370834351,8.576171875,8.897882136,15.4530874655125
0.084350586,0.04850769043,2.385192871,8.777282715,9.095723714,15.2025623504241
0.088378906,0.04611206055,2.409133911,9.021499634,9.337746418,14.9513926235783
0.092376709,0.04611206055,2.425888062,9.263305664,9.575797149,14.6749700501848
0.096405029,0.0532989502,2.468994141,9.478790283,9.79521506,14.5995198635126
0.100402832,0.0676574707,2.504898071,9.648773193,9.968847276,14.5528302625772
0.104431152,0.07484436035,2.52406311,9.768493652,10.08959685,14.4872710583624
0.108428955,0.07723999023,2.52166748,9.782852173,10.10291886,14.4537201306288
0.112426758,0.06288146973,2.52406311,9.699050903,10.022297,14.5867032271765
0.116455078,0.05809020996,2.536026001,9.567382812,9.897960206,14.8457120663039
0.120452881,0.04132080078,2.54800415,9.416534424,9.755262842,15.1408488241766
